Currency,Date,Close,Open,High,Low
BTC,01-01-20,7179.957819,7251.277888,7298.892042,7119.626946
BTC,02-01-20,7174.744012,7179.957689,7237.014866,7152.992402
BTC,03-01-20,6955.48758,7174.712357,7190.188749,6914.857474
BTC,04-01-20,7291.219505,6955.48758,7390.041835,6852.093401
BTC,05-01-20,7337.63667,7291.217504,7390.762935,7263.178696
BTC,06-01-20,7347.433264,7337.421391,7487.333871,7316.76337
BTC,07-01-20,7713.860754,7351.57889,7749.648613,7339.702523
BTC,08-01-20,8039.603701,7714.908484,8192.158877,7708.885351
BTC,09-01-20,8067.606369,8046.802943,8463.183418,7871.035499
BTC,10-01-20,7808.701364,8046.111529,8046.283882,7755.401227
BTC,11-01-20,8087.452885,7808.703733,8136.499126,7670.457792
BTC,12-01-20,8078.993532,8195.475999,8278.66058,8008.905117
BTC,13-01-20,8149.313717,8080.229614,8188.385802,7959.533522
BTC,14-01-20,8116.961008,8150.807336,8191.187715,8035.31553
BTC,15-01-20,8735.142439,8110.511235,8848.921995,8108.954039
BTC,16-01-20,8843.675732,8735.148417,8897.643793,8558.744377
BTC,17-01-20,8711.637578,8825.385428,8855.530135,8587.518351
BTC,18-01-20,8925.299028,8711.637311,9009.5337,8665.011538
BTC,19-01-20,8939.8643,8925.303486,8971.890632,8803.094435
BTC,20-01-20,8638.18144,8939.879994,9181.972791,8455.129028
BTC,21-01-20,8652.683763,8638.182713,8739.353819,8502.570319
BTC,22-01-20,8708.786013,8652.682469,8783.7501,8486.340457
BTC,23-01-20,8635.074357,8708.835222,8797.773614,8575.103286
BTC,24-01-20,8384.088777,8635.074108,8665.272406,8277.809127
BTC,25-01-20,8451.232296,8381.599774,8512.454207,8220.867389
BTC,26-01-20,8347.567505,8451.232129,8458.283993,8256.043067
BTC,27-01-20,8562.30747,8347.569951,8597.904143,8282.358307
BTC,28-01-20,8881.962391,8562.307388,8982.03544,8554.125634
BTC,29-01-20,9131.114988,8877.733617,9176.388648,8874.284819
BTC,30-01-20,9320.978406,9131.114653,9432.677487,9104.824063
BTC,31-01-20,9545.077957,9288.522646,9633.251035,9185.18134
BTC,01-02-20,9388.880752,9548.545376,9558.432613,9198.659041
BTC,02-02-20,9363.193383,9388.87907,9451.06458,9284.410559
BTC,03-02-20,9385.260386,9375.226831,9465.487907,9150.534573
BTC,04-02-20,9269.707035,9385.259769,9603.105582,9222.946494
BTC,05-02-20,9177.894637,9286.207776,9349.247058,9072.588214
BTC,06-02-20,9625.456637,9177.895794,9745.171377,9147.652281
BTC,07-02-20,9681.377411,9600.403585,9856.447773,9527.151669
BTC,08-02-20,9795.344066,9681.3777,9872.616069,9653.132962
BTC,09-02-20,9927.778256,9795.343586,9939.671501,9660.309157
BTC,10-02-20,10132.7065,9900.684635,10175.90701,9888.154765
BTC,11-02-20,9838.900016,10132.70648,10197.19928,9752.195757
BTC,12-02-20,10236.63515,9851.644254,10351.45593,9711.360915
BTC,13-02-20,10364.92629,10236.79326,10489.77986,10218.52286
BTC,14-02-20,10218.09974,10364.23238,10516.91793,10097.76169
BTC,15-02-20,10367.528,10234.4677,10598.03016,10108.15916
BTC,16-02-20,9926.353691,10367.52748,10397.53648,9810.928072
BTC,17-02-20,9876.234963,9926.353455,10052.35462,9642.465032
BTC,18-02-20,9636.624095,9933.901933,9966.095384,9468.292698
BTC,19-02-20,10189.99598,9636.624345,10272.79482,9615.263421
BTC,20-02-20,9701.037191,10190.00776,10290.30426,9365.7803
BTC,21-02-20,9631.484946,9608.93197,9704.692625,9410.921416
BTC,22-02-20,9670.858654,9631.482559,9770.340692,9579.237409
BTC,23-02-20,9689.086743,9696.533064,9724.336392,9575.054489
BTC,24-02-20,9919.551448,9689.085992,10008.54047,9666.519497
BTC,25-02-20,9640.469505,9921.048562,10008.37849,9480.185942
BTC,26-02-20,9392.869629,9640.468562,9679.59509,9251.115834
BTC,27-02-20,8787.978363,9392.868579,9393.864137,8626.935746
BTC,28-02-20,8784.995352,8790.336853,8977.585565,8530.496379
BTC,29-02-20,8778.470511,8818.102269,8904.126218,8459.695261
BTC,01-03-20,8639.591417,8778.467316,8806.844965,8591.29254
BTC,02-03-20,8548.948322,8639.592081,8747.725718,8412.723329
BTC,03-03-20,8923.044398,8549.045999,8977.333203,8491.456295
BTC,04-03-20,8791.112058,8916.73989,8919.263748,8652.809024
BTC,05-03-20,8756.961062,8791.112073,8852.25666,8682.684594
BTC,06-03-20,9078.578777,8756.962116,9172.138258,8745.992956
BTC,07-03-20,9126.636822,9073.160134,9191.15034,9004.944712
