Currency,Date,Close,Open,High,Low
ETH,01-01-20,128.7226035,132.1265273,133.4051841,127.8465766
ETH,02-01-20,129.8873633,128.7216212,132.6791743,128.2703839
ETH,03-01-20,127.0556009,129.8863431,130.6324407,126.1302469
ETH,04-01-20,132.9708332,127.0556009,134.6841516,125.4814194
ETH,05-01-20,133.8206207,132.9703017,135.5848146,132.3263511
ETH,06-01-20,134.8342522,133.8167911,138.195358,133.543008
ETH,07-01-20,143.1316009,135.2739362,143.531238,134.7410752
ETH,08-01-20,142.133414,143.1324736,145.3194577,138.9961843
ETH,09-01-20,140.3393937,142.1874732,147.8878586,137.0702812
ETH,10-01-20,137.494999,140.510254,141.3850517,135.4280274
ETH,11-01-20,142.8347834,137.49557,145.1033113,135.274729
ETH,12-01-20,143.0715916,144.8464765,147.8492529,142.0189514
ETH,13-01-20,145.2809937,143.0715231,145.7229897,141.7851073
ETH,14-01-20,143.936917,145.3010869,146.9424926,142.1317502
ETH,15-01-20,163.8546315,143.5929432,170.7564252,143.5882636
ETH,16-01-20,166.5383399,163.8406104,171.6563009,158.8671805
ETH,17-01-20,163.9372081,166.3027404,167.2172214,158.1935887
ETH,18-01-20,171.5889768,163.937012,174.0779173,161.99306
ETH,19-01-20,176.700434,171.5958832,179.1611163,164.985758
ETH,20-01-20,166.0633101,176.657885,177.8974234,161.6662374
ETH,21-01-20,167.5725368,166.0631809,169.2062999,161.0670262
ETH,22-01-20,169.0544916,167.373634,169.9529092,164.1286409
ETH,23-01-20,167.1518345,169.0544205,171.1612132,165.6820816
ETH,24-01-20,162.6714167,167.1518146,167.8245546,158.8187964
ETH,25-01-20,162.8065224,162.3679149,164.2163654,155.2544171
ETH,26-01-20,160.9178681,162.8065025,163.7269775,157.3198028
ETH,27-01-20,166.7218659,160.9179032,167.5504987,159.1773129
ETH,28-01-20,169.8001126,166.7228033,171.7815363,164.9161589
ETH,29-01-20,173.5481484,169.801455,174.2348638,169.501864
ETH,30-01-20,175.4603221,173.5175971,178.2467887,173.0267159
ETH,31-01-20,186.2620414,173.5603847,186.3123396,170.5479945
ETH,01-02-20,181.7284342,186.3285604,186.6111016,175.0291985
ETH,02-02-20,182.7739889,181.7283382,184.0332785,179.0145943
ETH,03-02-20,189.3125531,183.4823208,193.2911004,178.9859952
ETH,04-02-20,189.2575929,189.3134157,195.08972,186.5603487
ETH,05-02-20,188.6750822,189.6130188,191.340966,184.3270488
ETH,06-02-20,204.5305348,188.6684409,207.4707776,187.6323374
ETH,07-02-20,211.2924866,203.5375203,216.1313985,201.0790494
ETH,08-02-20,221.8331394,211.2919393,224.4646953,210.8638617
ETH,09-02-20,224.0294272,221.8323626,227.6191842,213.2555276
ETH,10-02-20,228.044309,223.3181345,230.8103672,223.1313498
ETH,11-02-20,223.3196378,228.0450894,229.5480393,216.4743145
ETH,12-02-20,237.8783455,222.9542937,239.6841923,218.1670884
ETH,13-02-20,268.3962677,237.8861993,275.4723672,236.4062899
ETH,14-02-20,266.2518149,268.3807601,277.9827305,255.7409068
ETH,15-02-20,284.0004909,268.5806049,285.4471774,260.3258231
ETH,16-02-20,267.3531863,283.9993078,289.0017948,261.3504166
ETH,17-02-20,255.3551842,267.3499374,273.9227614,234.4556604
ETH,18-02-20,261.1372307,259.3453376,263.2025109,242.5995295
ETH,19-02-20,281.3812072,261.1376118,286.3718583,259.532188
ETH,20-02-20,265.1448245,281.4042932,286.7519742,251.6772125
ETH,21-02-20,259.7141345,258.8474449,264.2184464,246.1780145
ETH,22-02-20,263.949385,259.7110004,268.6092346,254.0968942
ETH,23-02-20,262.5732338,265.6881601,267.2730735,256.736652
ETH,24-02-20,272.8428067,262.5691731,275.3366176,261.2756993
ETH,25-02-20,263.8974852,272.8473478,277.708362,257.0230483
ETH,26-02-20,251.9396762,263.8960707,267.006149,244.3759791
ETH,27-02-20,225.6910701,251.9397915,251.9807182,215.5426206
ETH,28-02-20,228.5854083,223.8823233,238.428281,210.1001735
ETH,29-02-20,229.7854128,227.62721,234.7948751,214.4878151
ETH,01-03-20,223.499288,229.7860462,233.2691992,221.4456151
ETH,02-03-20,218.777736,223.4992679,227.776085,212.1268018
ETH,03-03-20,230.812952,218.7768834,234.1852626,215.8928095
ETH,04-03-20,224.6566351,232.0343099,232.6650573,219.9493612
ETH,05-03-20,223.5277347,224.6562559,229.047914,220.4809358
ETH,06-03-20,229.4143467,223.5285236,234.2592546,223.5260538
ETH,07-03-20,240.4900817,228.936579,241.8133381,227.9712266
ETH,08-03-20,240.5548524,240.5176726,252.5990377,236.6120714
ETH,09-03-20,204.4108196,240.574393,240.6522949,203.5604328
ETH,10-03-20,198.9773509,204.409597,209.7067018,189.822892
ETH,11-03-20,203.1258772,203.1224284,206.417134,195.9137127
ETH,12-03-20,194.427784,203.1277748,203.1525263,181.7249688
ETH,13-03-20,127.2928962,194.4190714,195.634896,125.398911
ETH,14-03-20,134.8210288,127.2961436,142.7696371,89.12203565
ETH,15-03-20,124.9746147,134.8209002,138.6602973,123.520234
ETH,16-03-20,123.7851093,124.9783659,140.1188475,120.3637021
ETH,17-03-20,107.8983448,123.7056714,125.3449192,101.1181962
ETH,18-03-20,118.3424036,107.9063585,120.9954965,107.5406348
ETH,19-03-20,116.6065978,118.3389189,119.0685754,110.7148692
ETH,20-03-20,140.8145457,116.5963987,143.5123452,115.9858314
ETH,21-03-20,131.753158,140.8218465,153.1439814,116.6076331
ETH,22-03-20,133.0816861,131.7649583,137.8092859,126.0691948
ETH,23-03-20,123.2739472,133.0569759,137.6053555,122.3096235
ETH,24-03-20,133.5701414,122.4791515,137.8896112,119.7426464
ETH,25-03-20,140.1136999,133.5755786,144.3268148,133.0782176
ETH,26-03-20,136.2496619,140.1092094,142.7179379,133.2704226
ETH,27-03-20,136.6194963,136.3739676,139.0568576,133.7024401
ETH,28-03-20,137.3184524,136.6185794,141.8027138,134.9075113
ETH,29-03-20,131.2719317,137.3174606,137.3480397,125.3914771
ETH,30-03-20,125.7283385,131.2752903,132.1039718,124.0249907
ETH,31-03-20,133.7604753,124.4850282,135.4305768,124.1211868
ETH,01-04-20,133.8929306,133.7498004,135.284805,130.6133359
ETH,02-04-20,133.6525611,133.9133316,134.9038179,128.9923833
ETH,03-04-20,142.5059265,133.6531152,149.9255286,133.5361133
ETH,04-04-20,141.9206657,141.4470883,146.9356898,137.1831309
ETH,05-04-20,144.1399041,141.9150412,146.5603123,139.0690013
ETH,06-04-20,143.4993181,144.442955,145.9355568,140.8570066
ETH,07-04-20,165.9462414,143.5003603,167.6462617,142.7616908
ETH,08-04-20,166.4521496,165.9313097,176.4758147,162.493916
ETH,09-04-20,172.8180919,166.4529168,174.5494637,163.2432187
ETH,10-04-20,170.898714,172.8060053,173.7712735,165.6592749
ETH,11-04-20,158.3075978,170.8986142,171.0957701,152.6164802
ETH,12-04-20,158.010143,158.1338529,161.5064601,154.1694609
ETH,13-04-20,162.023023,158.0070095,165.478978,155.3892855
ETH,14-04-20,158.3185448,162.0230237,162.643682,150.21396
ETH,15-04-20,159.7720237,158.1904744,162.2260863,155.7097622
ETH,16-04-20,155.7292613,159.7696344,161.4999132,155.4397948
ETH,17-04-20,174.0709972,153.0130095,174.5424392,148.6120062
ETH,18-04-20,170.4157421,174.0950675,174.9407825,168.4524385
ETH,19-04-20,188.1478721,170.4144991,189.7083243,170.4144991
ETH,20-04-20,182.8541797,188.0228371,189.675142,176.580222
ETH,21-04-20,171.3567484,182.8504561,186.6824072,167.0758818
ETH,22-04-20,173.0543256,171.3555135,174.8467838,168.6138452
ETH,23-04-20,182.209944,173.0531735,184.236789,170.1791848
ETH,24-04-20,189.041151,182.2104001,193.4271814,178.3381224
ETH,25-04-20,186.7921766,187.838387,189.9548662,184.960926
ETH,26-04-20,193.6154222,186.7922836,198.1591868,186.0531399
ETH,27-04-20,195.0902575,193.6142324,199.9994175,192.6599519
ETH,28-04-20,197.025236,195.0914234,199.2723365,190.2449037
ETH,29-04-20,197.3102249,196.8082326,198.0333933,192.6974719
ETH,30-04-20,215.2002836,197.3100658,219.33709,196.7336124
ETH,01-05-20,210.6202342,215.1289574,227.4632501,202.2787788
ETH,02-05-20,212.3596702,210.622782,217.5523223,205.4940718
ETH,03-05-20,214.7327164,212.3608688,215.8868401,210.7981641
ETH,04-05-20,210.1867624,214.4688667,219.8058107,205.705298
ETH,05-05-20,207.6209439,210.1831644,210.7856384,195.3044077
ETH,06-05-20,205.0922163,207.6194602,211.8736692,201.4883897
ETH,07-05-20,206.1612678,205.5914139,211.0983499,202.2826852
ETH,08-05-20,212.9707684,206.161441,215.2475412,197.2693053
ETH,09-05-20,213.6120028,212.974068,216.7245477,207.3486379
ETH,10-05-20,211.3727352,213.620015,215.3336101,209.1647938
ETH,11-05-20,188.6446608,211.3656223,212.111205,180.8481711
ETH,12-05-20,186.0147755,187.7541426,193.7202067,176.492906
ETH,13-05-20,189.8181868,186.0055493,192.3451121,183.969672
ETH,14-05-20,199.4712477,190.0451615,201.2871008,188.7042577
ETH,15-05-20,203.7694208,199.4691313,206.1465775,196.0343207
ETH,16-05-20,196.1392799,203.2278953,204.0782404,191.7253123
ETH,17-05-20,201.4660091,196.13561,203.2352094,193.2292919
ETH,18-05-20,207.4047794,201.4678381,209.7419404,199.7142983
ETH,19-05-20,214.5257268,206.9589774,216.725454,206.9555382
ETH,20-05-20,213.6812562,214.5154875,216.0656567,209.3485393
ETH,21-05-20,209.853671,213.6803599,215.4787237,206.0796064
ETH,22-05-20,200.2877989,209.850213,211.5762202,191.555032
ETH,23-05-20,208.0416961,200.2859745,209.1385279,196.2872487
ETH,24-05-20,207.6257023,208.0324657,211.268949,204.8650979
ETH,25-05-20,206.4529748,207.6066018,210.5720354,201.8227721
ETH,26-05-20,204.0382217,206.4468955,206.4837506,198.10427
ETH,27-05-20,201.2088663,204.0379521,205.0093603,197.0367908
ETH,28-05-20,206.1006556,201.2088663,207.9944507,200.5210606
ETH,29-05-20,216.5178744,206.098545,216.7993318,202.1671567
ETH,30-05-20,220.5019166,216.5247351,224.640221,216.2318115
ETH,31-05-20,243.6303481,220.8556353,246.8044661,218.8650761
ETH,01-06-20,231.2504176,243.6270585,245.2636688,229.7878561
ETH,02-06-20,250.0599161,231.2100602,250.7284855,230.6284228
ETH,03-06-20,237.3090653,250.0726041,253.1478783,226.2937338
ETH,04-06-20,244.5193628,237.3095509,245.0051614,233.6978643
ETH,05-06-20,243.4132804,244.541667,246.5683122,236.42872
ETH,06-06-20,240.7663786,243.4205048,248.0077121,239.3617533
ETH,07-06-20,242.3213963,240.7523324,244.671703,238.0540543
ETH,08-06-20,243.8256551,242.321394,245.2421559,235.006135
ETH,09-06-20,247.0407956,243.8256908,247.231798,241.0991913
ETH,10-06-20,244.5428507,247.046866,249.717911,239.4275736
ETH,11-06-20,247.4454296,244.5875967,250.0458472,242.4295597
ETH,12-06-20,230.5056339,247.444628,250.0579673,226.1818994
ETH,13-06-20,237.2197469,230.522055,239.4740359,228.2728449
ETH,14-06-20,238.2201401,237.2259908,238.7501715,234.6350409
ETH,15-06-20,232.6132805,238.2201401,238.5668448,229.9142633
ETH,16-06-20,231.2550027,232.6115652,233.4718072,218.2724277
ETH,17-06-20,234.750921,231.2543429,236.0721564,228.898786
ETH,18-06-20,234.031026,234.7544505,237.1685502,227.6893279
ETH,19-06-20,231.8059383,234.0394745,234.4131059,227.7414772
ETH,20-06-20,228.8903068,231.8061482,231.9706213,226.596529
ETH,21-06-20,228.7451599,228.877288,230.657144,225.8520173
ETH,22-06-20,227.6154757,228.7389242,231.2319379,227.0479573
ETH,23-06-20,243.228194,227.6089253,246.7635913,227.3859651
ETH,24-06-20,242.9270899,243.2114217,245.0346188,241.0668468
ETH,25-06-20,235.1756536,242.9270899,249.1445582,231.0995675
ETH,26-06-20,232.5691464,235.1886593,235.3297724,227.420805
ETH,27-06-20,229.9450698,232.5696027,233.3176592,227.7160537
ETH,28-06-20,221.4079024,229.9394929,231.2253373,216.2631715
ETH,29-06-20,224.1848295,221.4086713,227.8040995,218.1223887
ETH,30-06-20,228.333342,224.1895354,229.8553496,221.2218593
ETH,01-07-20,225.9467951,228.3333292,228.6460042,222.9864634
ETH,02-07-20,230.7048875,225.6863921,232.7431176,224.3149086
ETH,03-07-20,226.722979,231.1948376,232.1479267,223.176159
ETH,04-07-20,226.3593386,226.6998415,228.2929204,225.691541
ETH,05-07-20,228.807199,225.1198566,230.5455782,224.6385924
ETH,06-07-20,227.0958438,229.3091238,229.9518913,223.4640132
ETH,07-07-20,238.929701,227.7624211,240.9430667,227.1229375
ETH,08-07-20,238.4339891,241.681695,243.6876559,234.998909
